id,file,page_link,page_number,marginal_text,merged,text_line,posLeft,posUpper,posRight,posLower,year,relative_page_number,even_page,second_chamber,unicameral
i-REnEKBd1pThZiehYvdPZyQ,riksdagen-records\data\1932\prot-1932--ak--036.xml,https://betalab.kb.se/prot-1932--ak--36/prot_1932__ak__36-004.jp2/_view ,5,0.0,0.0,"andra kammarens fjärde tillfälliga utskotts utlåtande, nr 7, i anledning av väckt motion angående förhandlingsordning för i statens tjänst anställda befattningshavare; samt",58.32449628844114,301.7667844522968,856.3096500530223,345.58303886925796,1932.0,1000.0,1.0,1.0,0.0
i-Uea7tYQPAjXj9noWTb5ySb,riksdagen-records\data\1932\prot-1932--ak--044.xml,https://betalab.kb.se/prot-1932--ak--44/prot_1932__ak__44-062.jp2/_view ,63,0.0,0.0,"Herr Holmgren har framhållit betydelsen av flygtrafiken för näringslivet. Jag tror emellertid ändå, att de, som äro mest entusiastiska för denna lufttrafik, göra sig skyldiga till vissa överdrifter och överskatta nattpostflygningarnas betydelse. Jag skall icke här nämna några siffror. Jag vill endast understryka, att den postkvantitet, som befordras mellan Stockholm och Malmö, är utomordentligt ringa, jag skulle nästan vilja säga löjligt ringa. Den direkta inkomst, som staten har på denna luftposttrafik i form av särskilt luftporto, är praktiskt taget ingen. Detta kan väl icke vittna om att affärsvärlden själv anser, att denna flygning är av så utomordentligt överväldigande betydelse för näringslivet.",46.51162790697674,296.32248939179635,845.6659619450318,445.1909476661952,1932.0,421.76870748299325,1.0,1.0,0.0
i-Qzi1VMJ4LNFDhMaGMBsWKt,riksdagen-records\data\1876\prot-1876--ak--047.xml,https://betalab.kb.se/prot-1876--ak--47/prot_1876__ak__47-027.jp2/_view ,28,1.0,0.0,N:o 47.,95.85933068633013,77.7736822705492,158.82019285309133,88.09436048654626,1876.0,574.468085106383,0.0,1.0,0.0
i-XgTYNsxdJMh95DS5k5nJs1,riksdagen-records\data\198182\prot-198182--016.xml,https://betalab.kb.se/prot-198182--16/prot_198182__16-006.jp2/_view ,7,1.0,0.0,Måndagen den 2 november 1981,752.0128824476651,86.15221987315012,917.0692431561996,115.75052854122622,1981.0,222.2222222222222,1.0,0.0,1.0
i-2W2oQSF7JQoLUWQgsJvECS,riksdagen-records\data\1958\prot-1958-a-fk--018.xml,https://betalab.kb.se/prot-1958-a-fk--18/prot_1958_a_fk__18-012.jp2/_view ,13,0.0,0.0,"1) medgiva, att under budgetåret 1958/59 statlig kreditgaranti måtte beviljas, dels för lån avseende yttre ra-",53.763440860215056,407.1274298056156,445.16129032258067,452.48380129589634,1958.0,148.14814814814815,1.0,0.0,0.0
i-Cvs4Y5X46SCSjbAC1skchU,riksdagen-records\data\1881\prot-1881--fk--039.xml,https://betalab.kb.se/prot-1881--fk--39/prot_1881__fk__39-001.jp2/_view ,2,0.0,0.0,"N:o 45, i anledning af Kongl. Maj:ts nådiga proposition angående genomförande af Medelpads fögderis delning i två fögderier.",166.5709362435382,343.75,908.0987937966686,379.51807228915663,1881.0,71.42857142857143,0.0,0.0,0.0
i-VdHq7WY4A9mVAKYxkpqKhi,riksdagen-records\data\1970\prot-1970--ak--021.xml,https://betalab.kb.se/prot-1970--ak--21/prot_1970__ak__21-062.jp2/_view ,63,0.0,0.0,"I den nordiska ämbetsmannarapporten inför Nordeksamarbetet återspeglas på ett utmärkt sätt vari denna gemenskap består och hur den ytterligare skall kunna fördjupas. Vi har i den tillgång till en utförlig katalog över gemensamma nordiska problem, och denna redovisning bör kunna vara alla de nordiska länderna till stor hjälp vid kommande förhandlingar med EEC. även om det inte skulle bli fråga om ett gemensamt uppträdande, så gäller det i stor utsträckning gemensamma problem. De nordiska länderna måste därför vid kommande överläggningar eller direkta förhandlingar med EEC upprätthålla den intima kontakt som utvecklades under förarbetena på Nordek.",75.46174142480211,528.7884139879901,453.82585751978894,809.961144471918,1970.0,356.32183908045977,1.0,1.0,0.0
i-U7jdPTv7FmFMBMTug7eZtb,riksdagen-records\data\198990\prot-198990--058.xml,https://betalab.kb.se/prot-198990--58/prot_198990__58-020.jp2/_view ,21,0.0,0.0,"Herr talman! Det tillhör våra vanor att tacka för svaret, och det gör jag också. Däremot måste jag säga att svaret inte innehöll något svar på min fråga. Jag har ställt en så rak fråga som det någonsin kunde vara. Många undrar i likhet med mig och mina partikamrater varför regeringen har ryckt loss de två stora delarna, vägområdet och järnvägsområdet, ur budgetpropositionen bil. 8 som vi fick se i januari. En bakgrund till min fråga var att det i bil. 8 från kommunikationsministern inte ges minsta tillstymmelse till motivering till att man har ryckt loss dessa två stora delar och återkommer med en särproposition med ett nytt förslag. Jag skulle vilja att kommunikationsministern åtminstone svarade på vad som är motiveringen till detta. Det är nämligen så att vi försöker ha en helhetssyn på trafikpolitiken. Jag tror att det vore bra om regeringen också försökte ha det. Men om man tar bort de två stora delarna, som oftast är föremål för diskussion i samhället, och säger att man återkommer till dessa senare, börjar folk undra vad som är motiveringen.",251.85796862097442,568.6065136145222,917.4236168455822,834.4901227976508,1989.0,714.2857142857143,1.0,0.0,1.0
i-BsJNF2rHFASpi2bHsARxaE,riksdagen-records\data\1964\prot-1964--ak--010.xml,https://betalab.kb.se/prot-1964--ak--10/prot_1964__ak__10-073.jp2/_view ,74,1.0,0.0,74 Nr 10,133.69565217391306,65.96971881759193,269.5652173913044,76.42393655371305,1964.0,760.4166666666666,0.0,1.0,0.0
i-Uvc4QxwgdkBLKxfvFn2iaw,riksdagen-records\data\1971\prot-1971--076.xml,https://betalab.kb.se/prot-1971--76/prot_1971__76-005.jp2/_view ,6,0.0,0.0,"suppleant (för herr Adamsson) herr Svanberg, U. Ingvar (s)",70.84690553745929,694.8529411764706,347.71986970684037,724.2647058823529,1971.0,49.01960784313725,0.0,0.0,1.0
i-Sj9hxPPeHtb8DZbNz6V5X8,riksdagen-records\data\1876\prot-1876--ak--047.xml,https://betalab.kb.se/prot-1876--ak--47/prot_1876__ak__47-027.jp2/_view ,28,0.0,0.0,"begagna, äro för längre tid i arbete anstälde, än äfven önskvärdheten deraf att nämnde arbetare, så vidt möjligt är, under vistelsen å den främmande orten ställas till dervarande kyrkliga och kommunala myndigheter i hufvudsakligen enahanda ställning som till motsvarande myndigheter i hemorten — ville hos Kongl. Maj:t i underdånighet anhålla, att Kongl. Maj:t, efter en allsidig pröfning af de medel, hvarigenom den rörlige arbetarens frihet må, utan att i öfrigt inskränkas, blifva behörigen regelbunden, täcktes låta utarbeta och, i den mån det kan falla inom Riksdagens beslutanderätt, för Riksdagen framlägga förslag till lag för ordnandet af förhållandet mellan arbetsgifvare och arbetstagare.""",196.8235961429382,99.8894213048286,934.2030629608622,280.1326944342057,1876.0,574.468085106383,0.0,1.0,0.0
i-AHscgMvj5zypJn1h98ktK,riksdagen-records\data\197677\prot-197677--001.xml,https://betalab.kb.se/prot-197677--1/prot_197677__1-013.jp2/_view ,14,0.0,0.0,Sven Mellqvist,401.6216216216216,254.62801257422285,538.918918918919,266.5036674816626,1976.0,619.047619047619,0.0,0.0,1.0
i-7Vrm8Xq9fSdg42i4Vjz46C,riksdagen-records\data\1917\prot-1917--ak--057.xml,https://betalab.kb.se/prot-1917--ak--57/prot_1917__ak__57-031.jp2/_view ,32,0.0,0.0,"nr 14, i anledning av herr Magnussons i Skövde motion, nr 285, om skrivelse till Kungl. Maj:t angående utjämning av kostnaderna för anslutning till rikstelefonnätet;",170.80045095828635,552.6914329037149,906.989853438557,599.696739954511,1917.0,968.75,0.0,1.0,0.0
i-AU8oBhDvfkvLNr7W3wK1Aj,riksdagen-records\data\197980\prot-197980--153.xml,https://betalab.kb.se/prot-197980--153/prot_197980__153-080.jp2/_view ,81,0.0,0.0,Ja — 159 Nej — 158,381.41809290953546,543.2819968135954,474.3276283618582,574.614976101965,1979.0,769.2307692307693,1.0,0.0,1.0
i-n2d5rtRziyUStpf64cbfr,riksdagen-records\data\1962\prot-1962--fk--026.xml,https://betalab.kb.se/prot-1962-höst-fk--26/prot_1962_höst_fk__26-002.jp2/_view ,3,1.0,0.0,Nr 26 3,713.6682874122097,61.7678381256656,852.5121555915721,72.77245296414625,1962.0,153.84615384615387,1.0,0.0,0.0
i-Ci6iMhTW9Q5hDAMKedFrti,riksdagen-records\data\1904\prot-1904--fk--040.xml,https://betalab.kb.se/prot-1904--fk--40/prot_1904__fk__40-053.jp2/_view ,54,0.0,0.0,draget skall anses hafva förfallit.,204.4943820224719,746.3768115942029,578.0898876404494,763.1578947368422,1904.0,736.1111111111112,0.0,0.0,0.0
i-5xjdKwWqwhfoZcxv9RyobY,riksdagen-records\data\1944\prot-1944--ak--032.xml,https://betalab.kb.se/prot-1944-höst-ak--32/prot_1944_höst_ak__32-060.jp2/_view ,61,0.0,0.0,Kungl. Maj:ts av utskottet tillstyrkta förslag till lag om provisorisk förstärkning av tilläggspensioner och invalidunderstöd.,68.25396825396825,498.932384341637,866.6666666666667,528.1138790035587,1944.0,697.6744186046512,1.0,1.0,0.0
i-HTxm4GVXPwjePUu1y5um7d,riksdagen-records\data\1940\prot-1940--ak--023.xml,https://betalab.kb.se/prot-1940--ak--23/prot_1940__ak__23-002.jp2/_view ,3,0.0,0.0,"nr 84, i anledning av Kungl. Maj:ts i statsverkspropositionen gjorda framställning angående stipendier åt studerande vid universiteten i Uppsala och Lund samt karolinska mediko-kirurgiska institutet jämte i ämnet väckta motioner;",61.385099685204615,785.7646229739254,850.99685204617,843.199436222692,1940.0,500.0,1.0,1.0,0.0
i-8Gcu38E9cKbfR1tGWe9JU9,riksdagen-records\data\1875\prot-1875--fk--046.xml,https://betalab.kb.se/prot-1875--fk--46/prot_1875__fk__46-037.jp2/_view ,38,1.0,0.0,N:o 46.,88.33333333333333,78.61060329067641,153.33333333333331,89.21389396709324,1875.0,1000.0,0.0,0.0,0.0
i-3jYsszhvWQnwKowVZzbcFF,riksdagen-records\data\1867\prot-1867--ak--0416.xml,https://betalab.kb.se/prot-1867--ak--0416/prot_1867__ak__0416-016.jp2/_view ,17,1.0,0.0,Den 16 April. 19,425.8028792912514,76.69059312429165,842.1926910299004,91.42425387230828,1867.0,410.2564102564102,1.0,1.0,0.0
i-9jG2sUmoPtmVqFCryYw3wo,riksdagen-records\data\1914\prot-1914-b-fk--059.xml,https://betalab.kb.se/prot-1914-b-fk--59/prot_1914_b_fk__59-058.jp2/_view ,59,0.0,0.0,"sant, att den allmänna lagen i England — General Powers Acts och The Petroleum Acts — icke ppställlen några strängare bestämmelser i den vägen; men de lokala myndigheterna äga i",84.84162895927602,755.8402411454408,820.1357466063348,802.1853805576488,1914.0,966.6666666666666,1.0,0.0,0.0
i-Y65U5HG62kyMZuXPCMVfAV,riksdagen-records\data\1876\prot-1876--ak--053.xml,https://betalab.kb.se/prot-1876--ak--53/prot_1876__ak__53-044.jp2/_view ,45,0.0,0.0,"Då så många af våra grannländer redan antagit det metriska systemet, är det min fulla öfvertygelse, att den tid icke kan vara så långt aflägsen, då äfven här i riket detta system införes, och det torde då blifva till mycken nytta; men att så hastigt, som nu är föreslaget, tillämpa systemet, tror jag kommer att uppväcka ovilja hos den svenska allmänheten. Jag anser, att öfvergångstiden bort hafva varit längre, så att det uppväxande slägtet hunnit att bibringas undervisning i folkskolorna om systemet och allmänheten varit bättre i tillfälle att sätta sig in i detsamma. Jag tror således, att förslaget nu icke är nyttigt.",54.74040632054176,193.5722201699298,788.3747178329571,355.37495382342075,1876.0,758.6206896551723,1.0,1.0,0.0
i-3VVzZYJjXDm2bV2Ym65qHH,riksdagen-records\data\1886\prot-1886--fk--024.xml,https://betalab.kb.se/prot-1886--fk--24/prot_1886__fk__24-040.jp2/_view ,41,0.0,0.0,"som från Kuopio län i Finland, från Ångermanland och från Norge",62.86043829296424,461.50943396226415,807.9584775086506,481.1320754716981,1886.0,930.2325581395348,1.0,0.0,0.0
i-5AeYU1ugCVEHiCHRuLcz6K,riksdagen-records\data\1869\prot-1869--ak--0505.xml,https://betalab.kb.se/prot-1869--ak--0505/prot_1869__ak__0505-068.jp2/_view ,69,1.0,0.0,"Den 5 Maj, e. m. 323",417.55768148565,74.15815361331819,849.7467642093416,87.40068104426787,1869.0,971.4285714285714,1.0,1.0,0.0
i-66ZjGgkuwUp8oh3o8Rg9Dz,riksdagen-records\data\1886\prot-1886--ak--033.xml,https://betalab.kb.se/prot-1886--ak--33/prot_1886__ak__33-015.jp2/_view ,16,0.0,0.0,"Jag ber att få instämma med dem, som yrkat afslag.",243.13501144164758,540.8355287918706,810.0686498855835,557.3955589010162,1886.0,555.5555555555555,0.0,1.0,0.0
i-WoYqyVX7ySxmUn8gr98REZ,riksdagen-records\data\1869\prot-1869--ak--0505.xml,https://betalab.kb.se/prot-1869--ak--0505/prot_1869__ak__0505-068.jp2/_view ,69,0.0,0.0,"Anmäldes och bordlades följande nu inkomna ärenden, nemligen: Stats-Utskottets nedannämnda Memorial och Utlåtanden:",148.564997186269,523.2690124858116,824.4231851435003,560.7264472190693,1869.0,971.4285714285714,1.0,1.0,0.0
i-H6E2Csftn2bUgAPWNfFc2C,riksdagen-records\data\1878\prot-1878--fk--028.xml,https://betalab.kb.se/prot-1878--fk--28/prot_1878__fk__28-012.jp2/_view ,13,0.0,0.0,"ölstugor skulle finnas, som komiterade kanske skulle vilja hafva",73.92776523702031,189.69988884772138,799.6613995485328,208.96628380881808,1878.0,387.09677419354836,1.0,0.0,0.0
i-H1NaWpHrjCFsJwK9Caxw4p,riksdagen-records\data\1953\prot-1953--fk--011.xml,https://betalab.kb.se/prot-1953--fk--11/prot_1953__fk__11-045.jp2/_view ,46,0.0,0.0,"Men det andra och i det här sammanhanget väsentliga argumentet är att jag tror att det ur rent nationalekonomisk och allmänt kulturell synpunkt är en alldeles för snäv uppfattning om SJ:s verksamhet, om man i likhet med kommunikationsministern menar att endast den verksamhet som är direkt lönande skall sättas i gång. Det är med ett trafikföretag som SJ liksom t. ex. med flyget på det sättet, att det ekonomiska resultatet avspeglas icke allenast i bokslutet, utan vi får se det ur betydligt vidare synpunkter och betrakta SJ lik-",548.4734868773434,696.1443226034665,944.8312801285484,904.1386628935268,1953.0,562.5,0.0,0.0,0.0
i-Q8jeyxkKPpkvqJjYgE9jBt,riksdagen-records\data\1905\prot-1905--ak--040.xml,https://betalab.kb.se/prot-1905--ak--40/prot_1905__ak__40-022.jp2/_view ,23,0.0,0.0,"n:o 88, i anledning af väckt motion om afsättande af en procent utaf beloppet af under år 1906 inflytande brännvinstillverkningsafgifter för anordnande af föreläsningsoch undervisningskurser i alkohologi m. m.",79.05138339920948,657.9439252336449,800.677583286279,724.4859813084113,1905.0,956.5217391304349,1.0,1.0,0.0
i-U6p4BJskgkidPZzEhzyVJc,riksdagen-records\data\1938\prot-1938--ak--006.xml,https://betalab.kb.se/prot-1938--ak--6/prot_1938__ak__6-011.jp2/_view ,12,0.0,0.0,nr 202 av herr Bergvall m. fl.;,174.00419287211741,396.3198867657466,498.42767295597486,411.18188251946214,1938.0,647.0588235294118,0.0,1.0,0.0
i-N5Tfv9oeKAjk3CbBDiKTn6,riksdagen-records\data\1945\prot-1945--ak--036.xml,https://betalab.kb.se/prot-1945-höst-ak--36/prot_1945_höst_ak__36-017.jp2/_view ,18,0.0,0.0,"i anledning av Kungl. Maj:ts proposition, nr 370, med förslag till uppbördsförordning, m. m., motionerna",136.65594855305466,317.30769230769226,940.5144694533763,346.8660968660969,1945.0,629.6296296296297,0.0,1.0,0.0
i-ViZNHEtKjGrWQPPX3i1rQk,riksdagen-records\data\1912\prot-1912--ak--019.xml,https://betalab.kb.se/prot-1912--ak--19/prot_1912__ak__19-059.jp2/_view ,60,0.0,0.0,"Den ledamot af kammaren, som icke i rätt tid vid riksdagen sig inställer, skall för hvarje dag han uteblifver vara förlustig tio riksdaler af arfvodet.",212.2425629290618,329.53682611996965,945.6521739130435,378.5117691723614,1912.0,710.8433734939758,0.0,1.0,0.0
i-UxfQCQhfVbkNMhdpvC63RK,riksdagen-records\data\1925\prot-1925--fk--024.xml,https://betalab.kb.se/prot-1925--fk--24/prot_1925__fk__24-003.jp2/_view ,4,0.0,0.0,"Det är att märka, att enligt 1901 års lag livräntor skulle utgå allenast till änkor och barn men ej till föräldrar till genom olycksfall omkomna arbetare. Ålderdomsförsäkringskommittén upptog icke heller något stadgande därom och ej heller Kungl. Maj:ts proposition till 1916 års riksdag, då nu gällande lag antogs. Riksdagen utvidgade emellertid då själv lagen till att avse även livräntor åt föräldrar, som huvudsakligen varit beroende av den avlidnes arbete, och detta skedde under åberopande av en av riksdagen antagen lagändring av år 1909, varigenom livräntor tillerkänts föräldrar till värnpliktig, som avlidit till följd av skada, ådragen under militär tjänstgöring. Sistnämnda stadgande motiverades med att uppskov med inskrivning och sedermera eventuell befrielse från värnpliktens fullgörande kunde medgivas, bland andra, ende arbetsföre sonen till orkeslös eller vanför fader eller till änka eller ogift kvinna och att därigenom från statens sida erkänts, att hänsyn borde tagas till deras ställning, vilka för sitt uppehälle vore väsentligen beroende av sina barns arbete. | I årets kungl. proposition till ny värnpliktslag är visserligen ordet »väsentligen» struket, så att värnpliktig skulle få uppskov, om blott föräldrarna vore beroende av hans arbete, men denna ändring har uppenbarligen tillkommit endast för att utgallra ett överskott av värnpliktiga. Någon utsträckt rätt till livränta för föräldrar till en avliden värnpliktig har emellertid nu ej ifrågasatts, och det är i varje fall mer än tvivelaktigt, om arbetsgivarna, som få betala premierna, böra åläggas den utsträckta ersättningsskyldighet, varom här är fråga.",151.18679050567596,421.86405045550106,929.3085655314758,759.9859845830414,1925.0,81.08108108108108,0.0,0.0,0.0
i-T5jVnTijkkAqbPPeCwu4Fy,riksdagen-records\data\1935\prot-1935--fk--018.xml,https://betalab.kb.se/prot-1935--fk--18/prot_1935__fk__18-006.jp2/_view ,7,0.0,0.0,"nr 54, i anledning av Kungl. Maj:ts proposition angående utarrendering av kronan tillhörig andel i Jössefors vattenfall;",51.88679245283019,806.7137809187279,840.670859538784,837.1024734982332,1935.0,500.0,1.0,0.0,0.0
i-NfsAErnqo4gZSeTzegGDEH,riksdagen-records\data\1968\prot-1968--ak--007.xml,https://betalab.kb.se/prot-1968--ak--7/prot_1968__ak__7-019.jp2/_view ,20,0.0,0.0,"Den, som vill, att kammaren bifaller",564.9658074697528,890.8512892970681,919.5160441872698,903.9208760155421,1968.0,575.7575757575758,0.0,1.0,0.0
i-B9FGqRi1qkPTibXBb9iR77,riksdagen-records\data\1887\prot-1887-majjul-fk--018.xml,https://betalab.kb.se/prot-1887-majjul-fk--18/prot_1887_majjul_fk__18-020.jp2/_view ,21,1.0,0.0,Förslag till lag om skiljemän.,843.4285714285714,91.35338345864662,933.1428571428571,128.57142857142856,1887.0,666.6666666666666,1.0,0.0,0.0
i-8k57ArhEr27sptEJbH1NTq,riksdagen-records\data\1882\prot-1882--ak--042.xml,https://betalab.kb.se/prot-1882--ak--42/prot_1882__ak__42-014.jp2/_view ,15,0.0,0.0,kronor.,652.348224513173,458.01815431164897,710.7674684994273,468.2299546142209,1882.0,400.0,1.0,1.0,0.0
i-PKvmNNEgisc9gpBZz1aPo6,riksdagen-records\data\1972\prot-1972--074.xml,https://betalab.kb.se/prot-1972--74/prot_1972__74-060.jp2/_view ,61,1.0,0.0,Om åtgärder med,60.35889070146819,115.93435680254102,216.1500815660685,129.16887241926943,1972.0,845.0704225352113,1.0,0.0,1.0
i-EJEY6JD52hNvHvsca4Dgyh,riksdagen-records\data\1925\prot-1925--fk--024.xml,https://betalab.kb.se/prot-1925--fk--24/prot_1925__fk__24-003.jp2/_view ,4,1.0,0.0,lagen. (Forts.),66.04747162022703,153.81920112123333,115.0670794633643,178.34618079887875,1925.0,81.08108108108108,0.0,0.0,0.0
i-RfGucA2GrCbkCbjECx6X9n,riksdagen-records\data\197576\prot-197576--080.xml,https://betalab.kb.se/prot-197576--80/prot_197576__80-016.jp2/_view ,17,0.0,0.0,"Jag finner det ganska naturligt att ett land som har en hög sysselsättningsgrad också har ett icke oväsentligt inslag av deltidsarbete. Jag tycker att det är fullkomligt riktigt att sikta in sig på möjligheterna till reducerad arbetstid för vissa grupper, t. ex. småbarnsföräldrar, äldre och handikappade, underjordsarbetare etc. Det borde inte vara någon svårighet att komma överens i den frågan. Men härifrån till att bjuda ut förkortad arbetstid över hela fältet tycker jag att steget är långt.",270.4852824184567,560.8072225172597,914.8766905330151,684.5459373340415,1975.0,121.21212121212122,1.0,0.0,1.0
i-EdXZoYpnGQUhBS2nsYEzCA,riksdagen-records\data\1958\prot-1958-a-ak--002.xml,https://betalab.kb.se/prot-1958-a-ak--2/prot_1958_a_ak__2-182.jp2/_view ,183,0.0,0.0,"Jag övergår nu till några kommentarer beträffande den internationella hjälpverksamheten, som också berörts i flera tidigare anföranden. Fru Thorsson sade i går och herr Lundqvist i dag, att de svenska insatserna för hjälp till underutvecklade länder borde vara större än de är. Jag är också medveten om att riksdagsmän som ögnat i tredje huvudtiteln och sett att anslagssiffran ligger 300 000 kronor under fjolårssiffran, kan föranledas att i hastigheten tro att vi från svensk sida ämnar minska våra insatser under kommande budgetår. Så är naturligtvis inte fallet. Förklaringen är den enkla, att det finns reservationsmedel på anslaget att tömma och att dessa lämpligen bör förbrukas under ett år, när det statsfinansiella läget är trängt. Det är ju så att den s. k. bilaterala hjälpen, d. v. s. ett givande och tagande mellan två länder, är en arbetsam form av bistånd. Nya projekt kräver långa förberedelser, och uppbyggnad av institutioner brukar ta tid i anspråk, inte minst i Orienten. De svenska hjälpinsatserna är som bekant lokaliserade till Pakistan och Etiopien. Det kan därför komma att dröja med utbetalningen av medel, som har reserverats för dylika institutioner. Detta är orsaken till att vissa tillgångar kan tas i anspråk utöver de i huvudtiteln äskade anslagsbeloppen för nästa budgetår. Inom huvudtitelns ram har i alla fall",62.56742179072276,354.67625899280574,457.38942826321465,905.3956834532374,1958.0,787.8787878787879,1.0,1.0,0.0
i-T5VgzBGnmHXCD3umw8AYJz,riksdagen-records\data\1912\prot-1912--ak--019.xml,https://betalab.kb.se/prot-1912--ak--19/prot_1912__ak__19-059.jp2/_view ,60,0.0,0.0,Efter föredragning af utskottets uti punkten 1 gjorda hermställan yttrade,216.8192219679634,572.5132877752468,950.8009153318078,608.5801063022019,1912.0,710.8433734939758,0.0,1.0,0.0
